P0DTC1	P0DTC1	involved_in	GO:0006508	P
P0DTC1	P0DTC1	enables	GO:0008242	F
P0DTC1	P0DTC1	enables	GO:0008270	F
P0DTC1	P0DTC1	enables	GO:0016740	F
P0DTC1	P0DTC1	involved_in	GO:0019082	P
P0DTC1	P0DTC1	enables	GO:0003676	F
P0DTC1	P0DTC1	enables	GO:0003723	F
P0DTC1	P0DTC1	enables	GO:0003727	F
P0DTC1	P0DTC1	enables	GO:0003968	F
P0DTC1	P0DTC1	enables	GO:0004197	F
P0DTC1	P0DTC1	enables	GO:0008234	F
P0DTC1	P0DTC1	involved_in	GO:0019079	P
P0DTC1	P0DTC1	involved_in	GO:0039648	P
P0DTC1	P0DTC1	involved_in	GO:0039648	P
P0DTC1	P0DTC1	enables	GO:0016787	F
P0DTC1	P0DTC1	enables	GO:0046872	F
P0DTC1	P0DTC1	involved_in	GO:0006508	P
P0DTC1	P0DTC1	involved_in	GO:0039595	P
P0DTC1	P0DTC1	involved_in	GO:0039502	P
P0DTC1	P0DTC1	involved_in	GO:0030683	P
P0DTC1	P0DTC1	enables	GO:0004519	F
P0DTC1	P0DTC1	enables	GO:0004518	F
P0DTC1	P0DTC1	enables	GO:0008233	F
P0DTC1	P0DTC1	involved_in	GO:0039657	P
P0DTC1	P0DTC1	involved_in	GO:0039548	P
P0DTC1	P0DTC1	involved_in	GO:0039579	P
P0DTC1	P0DTC1	part_of	GO:0033644	C
P0DTC1	P0DTC1	part_of	GO:0016020	C
P0DTC1	P0DTC1	enables	GO:0008234	F
P0DTC1	P0DTC1	enables	GO:0003723	F
P0DTC1	P0DTC1	part_of	GO:0016021	C
P0DTC1	P0DTC1	involved_in	GO:0039503	P
P0DTC1	P0DTC1	part_of	GO:0030430	C
P0DTC1	P0DTC1	involved_in	GO:0039520	P
P0DTC1	P0DTC1	involved_in	GO:0016032	P
P0DTC1	P0DTC1	enables	GO:0036459	F
P0DTC1	P0DTC1	part_of	GO:0044220	C
P0DTC1	P0DTC1	part_of	GO:0033644	C
P0DTC1	P0DTC1	part_of	GO:0030430	C
P0DTC1	P0DTC1	involved_in	GO:0090305	P
P0DTC1	P0DTC1	involved_in	GO:0090305	P
P0DTC1	P0DTC1	involved_in	GO:0001172	P
P0DTC1:PRO_0000449635	P0DTC1	involved_in	GO:0039501	P
P0DTC1:PRO_0000449635	P0DTC1	part_of	GO:0030430	C
P0DTC1:PRO_0000449635	P0DTC1	involved_in	GO:0039604	P
P0DTC1:PRO_0000449637	P0DTC1	involved_in	GO:0070536	P
P0DTC1:PRO_0000449637	P0DTC1	involved_in	GO:0039722	P
P0DTC1:PRO_0000449637	P0DTC1	involved_in	GO:0039548	P
P0DTC1:PRO_0000449637	P0DTC1	involved_in	GO:0039502	P
P0DTC1:PRO_0000449637	P0DTC1	involved_in	GO:0039502	P
P0DTC1:PRO_0000449637	P0DTC1	involved_in	GO:0039547	P
P0DTC1:PRO_0000449637	P0DTC1	part_of	GO:0039714	C
P0DTC1:PRO_0000449637	P0DTC1	involved_in	GO:0039644	P
P0DTC1:PRO_0000449637	P0DTC1	involved_in	GO:0039579	P
P0DTC1:PRO_0000449637	P0DTC1	involved_in	GO:0071108	P
P0DTC1:PRO_0000449637	P0DTC1	enables	GO:0019785	F
P0DTC1:PRO_0000449637	P0DTC1	enables	GO:0004197	F
P0DTC1:PRO_0000449637	P0DTC1	enables	GO:0004197	F
P0DTC1:PRO_0000449638	P0DTC1	part_of	GO:0039714	C
