SARS-CoV2 E	binding	O00203
SARS-CoV2 E	binding	O60885
SARS-CoV2 E	binding	P25440
SARS-CoV2 E	binding	Q6UX04
SARS-CoV2 E	binding	Q86VM9
SARS-CoV2 E	binding	Q8IWA5
SARS-CoV2 M	binding	O75439
SARS-CoV2 M	binding	O95070
SARS-CoV2 M	binding	P05026
SARS-CoV2 M	binding	P11310
SARS-CoV2 M	binding	P13804
SARS-CoV2 M	binding	P27105
SARS-CoV2 M	binding	P38435
SARS-CoV2 M	binding	P38606
SARS-CoV2 M	binding	P48556
SARS-CoV2 M	binding	Q00765
SARS-CoV2 M	binding	Q10713
SARS-CoV2 M	binding	Q4KMQ2
SARS-CoV2 M	binding	Q5JRX3
SARS-CoV2 M	binding	Q6PML9
SARS-CoV2 M	binding	Q7L8L6
SARS-CoV2 M	binding	Q8NEW0
SARS-CoV2 M	binding	Q96CW5
SARS-CoV2 M	binding	Q96D53
SARS-CoV2 M	binding	Q96ER3
SARS-CoV2 M	binding	Q96HR9
SARS-CoV2 M	binding	Q96HW7
SARS-CoV2 M	binding	Q9BQT8
SARS-CoV2 M	binding	Q9BSJ2
SARS-CoV2 M	binding	Q9BW92
SARS-CoV2 M	binding	Q9NQC3
SARS-CoV2 M	binding	Q9UBU6
SARS-CoV2 M	binding	Q9UDR5
SARS-CoV2 M	binding	Q9ULX6
SARS-CoV2 M	binding	Q9Y312
SARS-CoV2 M	binding	Q9Y6E2
SARS-CoV2 N	binding	O43818
SARS-CoV2 N	binding	P11940
SARS-CoV2 N	binding	P19784
SARS-CoV2 N	binding	P67870
SARS-CoV2 N	binding	Q13283
SARS-CoV2 N	binding	Q13310
SARS-CoV2 N	binding	Q6PKG0
SARS-CoV2 N	binding	Q8NCA5
SARS-CoV2 N	binding	Q8TAD8
SARS-CoV2 N	binding	Q92900
SARS-CoV2 N	binding	Q9HCE1
SARS-CoV2 N	binding	Q9UN86
SARS-CoV2 N	binding	Q9NR30
SARS-CoV2 N	binding	Q9NW13
SARS-CoV2 N	binding	Q9Y3U8
SARS-CoV2 Spike	binding	Q7Z5G4
SARS-CoV2 Spike	binding	Q9C0B5
SARS-CoV2 nsp1	binding	P09884
SARS-CoV2 nsp1	binding	P49642
SARS-CoV2 nsp1	binding	P49643
SARS-CoV2 nsp1	binding	Q14181
SARS-CoV2 nsp1	binding	Q8NBJ5
SARS-CoV2 nsp1	binding	Q99959
SARS-CoV2 nsp10	binding	O94973
SARS-CoV2 nsp10	binding	P55789
SARS-CoV2 nsp10	binding	Q969X5
SARS-CoV2 nsp10	binding	Q96CW1
SARS-CoV2 nsp10	binding	Q9HAV7
SARS-CoV2 nsp11	binding	O75347
SARS-CoV2 nsp12	binding	A3KN83
SARS-CoV2 nsp12	binding	O14874
SARS-CoV2 nsp12	binding	O43823
SARS-CoV2 nsp12	binding	O75592
SARS-CoV2 nsp12	binding	O95391
SARS-CoV2 nsp12	binding	Q13546
SARS-CoV2 nsp12	binding	Q14157
SARS-CoV2 nsp12	binding	Q2T9J0
SARS-CoV2 nsp12	binding	Q5EBL8
SARS-CoV2 nsp12	binding	Q5JSZ5
SARS-CoV2 nsp12	binding	Q5T6F2
SARS-CoV2 nsp12	binding	Q5VUA4
SARS-CoV2 nsp12	binding	Q6UUV7
SARS-CoV2 nsp12	binding	Q70EL1
SARS-CoV2 nsp12	binding	Q8IWR0
SARS-CoV2 nsp12	binding	Q92615
SARS-CoV2 nsp12	binding	Q96IZ5
SARS-CoV2 nsp12	binding	Q99081
SARS-CoV2 nsp12	binding	Q9H2H8
SARS-CoV2 nsp12	binding	Q9HAU0
SARS-CoV2 nsp13	binding	A7MCY6
SARS-CoV2 nsp13	binding	O14578
SARS-CoV2 nsp13	binding	O75506
SARS-CoV2 nsp13	binding	O95613
SARS-CoV2 nsp13	binding	O95684
SARS-CoV2 nsp13	binding	P13861
SARS-CoV2 nsp13	binding	P17612
SARS-CoV2 nsp13	binding	P31323
SARS-CoV2 nsp13	binding	P35241
SARS-CoV2 nsp13	binding	P49454
SARS-CoV2 nsp13	binding	Q04724
SARS-CoV2 nsp13	binding	Q04726
SARS-CoV2 nsp13	binding	Q08117
SARS-CoV2 nsp13	binding	Q08378
SARS-CoV2 nsp13	binding	Q08379
SARS-CoV2 nsp13	binding	Q14789
SARS-CoV2 nsp13	binding	Q4V328
SARS-CoV2 nsp13	binding	Q5VT06
SARS-CoV2 nsp13	binding	Q5VU43
SARS-CoV2 nsp13	binding	Q66GS9
SARS-CoV2 nsp13	binding	Q76N32
SARS-CoV2 nsp13	binding	Q7Z7A1
SARS-CoV2 nsp13	binding	Q8IUD2
SARS-CoV2 nsp13	binding	Q8IWJ2
SARS-CoV2 nsp13	binding	Q8N3C7
SARS-CoV2 nsp13	binding	Q8N4C6
SARS-CoV2 nsp13	binding	Q8N8E3
SARS-CoV2 nsp13	binding	Q8TD10
SARS-CoV2 nsp13	binding	Q92995
SARS-CoV2 nsp13	binding	Q96CN9
SARS-CoV2 nsp13	binding	Q96N16
SARS-CoV2 nsp13	binding	Q96SN8
SARS-CoV2 nsp13	binding	Q99996
SARS-CoV2 nsp13	binding	Q9BQQ3
SARS-CoV2 nsp13	binding	Q9BQS8
SARS-CoV2 nsp13	binding	Q9BV19
SARS-CoV2 nsp13	binding	Q9BV73
SARS-CoV2 nsp13	binding	Q9UHD2
SARS-CoV2 nsp13	binding	Q9UJC3
SARS-CoV2 nsp13	binding	Q9Y2I6
SARS-CoV2 nsp14	binding	P06280
SARS-CoV2 nsp14	binding	P12268
SARS-CoV2 nsp14	binding	Q9NXA8
SARS-CoV2 nsp15	binding	P61970
SARS-CoV2 nsp15	binding	P62330
SARS-CoV2 nsp15	binding	Q9H4P4
SARS-CoV2 nsp2	binding	O14975
SARS-CoV2 nsp2	binding	O60573
SARS-CoV2 nsp2	binding	P16435
SARS-CoV2 nsp2	binding	P52306
SARS-CoV2 nsp2	binding	Q2M389
SARS-CoV2 nsp2	binding	Q5T1M5
SARS-CoV2 nsp2	binding	Q6Y7W6
SARS-CoV2 nsp4	binding	P14735
SARS-CoV2 nsp4	binding	P62072
SARS-CoV2 nsp4	binding	Q2TAA5
SARS-CoV2 nsp4	binding	Q8TEM1
SARS-CoV2 nsp4	binding	Q9BSF4
SARS-CoV2 nsp4	binding	Q9NVH1
SARS-CoV2 nsp4	binding	Q9Y5J6
SARS-CoV2 nsp4	binding	Q9Y5J7
SARS-CoV2 nsp5	binding	Q92769
SARS-CoV2 nsp5	binding	P07203
SARS-CoV2 nsp5	binding	Q9NXH9
SARS-CoV2 nsp6	binding	O75964
SARS-CoV2 nsp6	binding	Q15904
SARS-CoV2 nsp6	binding	Q99720
SARS-CoV2 nsp6	binding	Q9H7F0
SARS-CoV2 nsp7	binding	O00116
SARS-CoV2 nsp7	binding	O43169
SARS-CoV2 nsp7	binding	O95573
SARS-CoV2 nsp7	binding	P00387
SARS-CoV2 nsp7	binding	P11233
SARS-CoV2 nsp7	binding	P21964
SARS-CoV2 nsp7	binding	P51148
SARS-CoV2 nsp7	binding	P51149
SARS-CoV2 nsp7	binding	P61006
SARS-CoV2 nsp7	binding	P61019
SARS-CoV2 nsp7	binding	P61026
SARS-CoV2 nsp7	binding	P61106
SARS-CoV2 nsp7	binding	P61586
SARS-CoV2 nsp7	binding	P62820
SARS-CoV2 nsp7	binding	P62873
SARS-CoV2 nsp7	binding	P63218
SARS-CoV2 nsp7	binding	Q12907
SARS-CoV2 nsp7	binding	Q13724
SARS-CoV2 nsp7	binding	Q5JTV8
SARS-CoV2 nsp7	binding	Q5VT66
