A0A023PZB3	GO_0005739
A0A023PZB3	GO_0005739
A2P2R3	GO_0004360
A2P2R3	GO_0006002
A2P2R3	GO_0006047
A2P2R3	GO_0006487
A2P2R3	GO_0034221
A5Z2X5	GO_0005829
D6VPM8	GO_0005783
D6VPM8	GO_0005794
D6VPM8	GO_0005886
D6VPM8	GO_0016021
D6VPM8	GO_0016050
D6VTK4	GO_0000750
D6VTK4	GO_0000750
D6VTK4	GO_0000755
D6VTK4	GO_0000755
D6VTK4	GO_0004934
D6VTK4	GO_0004934
D6VTK4	GO_0004934
D6VTK4	GO_0004934
D6VTK4	GO_0005515
D6VTK4	GO_0005550
D6VTK4	GO_0005887
D6VTK4	GO_0030031
D6VTK4	GO_0031139
D6VTK4	GO_0035624
D6VTK4	GO_0038038
D6VTK4	GO_0051260
D6W196	GO_0005347
D6W196	GO_0005471
D6W196	GO_0005509
D6W196	GO_0005739
D6W196	GO_0006839
D6W196	GO_0015866
D6W196	GO_0015867
I2HB70	GO_0005783
O13297	GO_0004651
O13297	GO_0004651
O13297	GO_0004651
O13297	GO_0005515
O13297	GO_0005515
O13297	GO_0005515
O13297	GO_0005515
O13297	GO_0005515
O13297	GO_0006370
O13297	GO_0006370
O13297	GO_0031533
O13297	GO_0031533
O13297	GO_0031533
O13297	GO_0032968
O13297	GO_0098501
O13297	GO_0098507
O13297	GO_1900182
O13329	GO_0000183
O13329	GO_0000183
O13329	GO_0001302
O13329	GO_0005730
O13329	GO_0006310
O13329	GO_0006325
O13329	GO_0007059
O13329	GO_0007580
O13329	GO_0008156
O13329	GO_0031582
O13329	GO_0033553
O13329	GO_0034503
O13329	GO_0043007
O13329	GO_0043110
O13329	GO_0043110
O13329	GO_0043570
O13329	GO_0045911
O13329	GO_0070550
O13329	GO_0090342
O13329	GO_0090342
O13329	GO_0090579
O13512	GO_0005783
O13516	GO_0000462
O13516	GO_0002181
O13516	GO_0003735
O13516	GO_0003735
O13516	GO_0005654
O13516	GO_0005737
O13516	GO_0019843
O13516	GO_0019843
O13516	GO_0019843
O13516	GO_0022627
O13516	GO_0022627
O13516	GO_0030686
O13516	GO_0031167
O13516	GO_0032040
O13516	GO_0045903
O13525	GO_0005739
O13525	GO_0005739
O13525	GO_0005743
O13525	GO_0005743
O13525	GO_0006744
O13525	GO_0006744
O13525	GO_0006744
O13525	GO_0031314
O13527	GO_0000943
O13527	GO_0003723
O13527	GO_0003887
O13527	GO_0003964
O13527	GO_0004540
O13527	GO_0005634
O13527	GO_0005737
O13527	GO_0008233
O13527	GO_0032197
O13535	GO_0000943
O13535	GO_0003723
O13535	GO_0003887
O13535	GO_0003964
O13535	GO_0004540
O13535	GO_0005634
O13535	GO_0008233
O13535	GO_0032197
O13539	GO_0000445
O13539	GO_0000445
O13539	GO_0000446
O13539	GO_0000723
O13539	GO_0003676
O13539	GO_0005515
O13539	GO_0005515
O13539	GO_0005515
O13539	GO_0006310
O13539	GO_0006368
O13539	GO_0006406
O13539	GO_0034063
O13547	GO_0005199
O13547	GO_0005739
O13547	GO_0009277
O13547	GO_0009277
O13547	GO_0009277
O13547	GO_0031505
O13547	GO_0071944
O13549	GO_0006623
O13559	GO_0000722
O13559	GO_0003678
O13559	GO_0005634
O13563	GO_0005515
O13563	GO_0006511
O13563	GO_0006511
O13563	GO_0006511
O13563	GO_0008541
O13563	GO_0008541
O13563	GO_0034515
O13563	GO_0043130
O13563	GO_0043130
O13563	GO_0061133
O13563	GO_0070628
O13577	GO_0005634
O13577	GO_0005737
O13577	GO_0005737
O13577	GO_0034613
O13577	GO_1905117
O13577	GO_1990846
O14455	GO_0002181
O14455	GO_0002181
O14455	GO_0003723
O14455	GO_0003735
O14455	GO_0003735
O14455	GO_0005515
O14455	GO_0022625
O14455	GO_0022625
O14464	GO_0003735
O14464	GO_0005762
O14464	GO_0005762
O14464	GO_0032543
O14464	GO_0042254
O14464	GO_0042254
O14464	GO_0042254
O14467	GO_0003713
O14467	GO_0005634
O14467	GO_0005634
O14467	GO_0005739
O14467	GO_0005739
O14467	GO_0005739
O14467	GO_0045944
O14468	GO_0005737
O14468	GO_0005933
O14468	GO_0005934
O14468	GO_0005935
O14468	GO_0005935
O14468	GO_0043332
O14468	GO_0051017
O43137	GO_0005634
O43137	GO_0005737
O60200	GO_0005515
O60200	GO_0005515
O60200	GO_0005515
O60200	GO_0005515
O60200	GO_0005515
O60200	GO_0005515
O60200	GO_0005634
O60200	GO_0005737
